ID,topic_id,topic,question,answer
868,23,yahoo,do you want to know about yahoo the company or yahoo the word,i want to go to yahoo mail
869,23,yahoo,do you want to know how yahoo is performing as a business,no i want yahoo mail
870,23,yahoo,shall i take you to any specific pages of yahoo web site,no i specifically need information on yahoo mail
871,23,yahoo,what would you like to know about yahoo,im not sure
872,23,yahoo,are you referring to the email client,i would like to know the process of getting to yahoo mail
873,23,yahoo,are you referring to the insane person across the street,this is not related to my search
874,23,yahoo,are you referring to the internet browser,no i want yahoo mail
875,23,yahoo,are you referring to the search engine,no yahoo email
876,23,yahoo,are you talking about the stock price of the giant,no
877,23,yahoo,do you need to contact yahoo,i want to go to the yahoo mail sign in page
878,23,yahoo,do you want to access yahoo mail,yes i do
879,23,yahoo,do you want to access yahoos twitter feed,no i want to open yahoo mail
880,23,yahoo,,
881,23,yahoo,are you referring to a crazy person,no i am referring to the website yahoo where i can check stock news and prices
882,23,yahoo,do you want to know about yahoo the company or yahoo the word,neither i want to go to yahoo finance
883,23,yahoo,do you want to know how yahoo is performing as a business,no
884,23,yahoo,shall i take you to any specific pages of yahoo web site,yes i want to go to yahoo finance
885,23,yahoo,what would you like to know about yahoo,nothing just take me to yahoo finance
886,23,yahoo,are you referring to the email client,no the financial one
887,23,yahoo,are you referring to the insane person across the street,no i am looking for yahoo finance not information about the person across the street
888,23,yahoo,are you referring to the internet browser,i dont know
889,23,yahoo,are you referring to the search engine,yes yahoo finance
890,23,yahoo,are you talking about the stock price of the giant,no just take me to yahoo finance
891,23,yahoo,do you need to contact yahoo,no i want to go to yahoo finance
892,23,yahoo,do you want to access yahoo mail,no i want to access yahoo finance
893,23,yahoo,do you want to access yahoos twitter feed,no i need to access the yahoo finance page
894,23,yahoo,,
895,23,yahoo,are you referring to a crazy person,no i am talking about the email service
896,23,yahoo,do you want to know about yahoo the company or yahoo the word,no i want to log in to my yahoo account
897,23,yahoo,do you want to know how yahoo is performing as a business,no i need information on how to log into my yahoo account
898,23,yahoo,shall i take you to any specific pages of yahoo web site,i would like to log into my email
899,23,yahoo,what would you like to know about yahoo,nothing i just want to log in to my yahoo account
900,23,yahoo,are you referring to the email client,yes
901,23,yahoo,are you referring to the insane person across the street,no
902,23,yahoo,are you referring to the internet browser,no i want to log into my yahoo account
903,23,yahoo,are you referring to the search engine,no i want to log into yahoo
904,23,yahoo,are you talking about the stock price of the giant,no need help logging in
905,23,yahoo,do you need to contact yahoo,no i want to log in
906,23,yahoo,do you want to access yahoo mail,no i need to log into my yahoo account
907,23,yahoo,do you want to access yahoos twitter feed,i first need to log in to my yahoo account
908,23,yahoo,,
909,23,yahoo,are you referring to a crazy person,no i am not i am looking for general information about yahoo the company
910,23,yahoo,do you want to know about yahoo the company or yahoo the word,tell me about yahoo the company
911,23,yahoo,do you want to know how yahoo is performing as a business,yes i want to find business information about yahoo
912,23,yahoo,shall i take you to any specific pages of yahoo web site,no i just need company information on yahoo
913,23,yahoo,what would you like to know about yahoo,i would like information about the comnpany
914,23,yahoo,are you referring to the email client,no i am referring to the actual company named yahoo
915,23,yahoo,are you referring to the insane person across the street,no i want information about yahoo
916,23,yahoo,are you referring to the internet browser,no i want information on yahoo the company
917,23,yahoo,are you referring to the search engine,no the company that produces the search engine
918,23,yahoo,are you talking about the stock price of the giant,yes general information about the company yahoo
919,23,yahoo,do you need to contact yahoo,no i am just looking for more information on yahoo not how to contact them
920,23,yahoo,do you want to access yahoo mail,no i need to get information on yahoo the company
921,23,yahoo,do you want to access yahoos twitter feed,that might help
922,23,yahoo,,
923,25,euclid,are you interested in learning about the greek mathmetician,yes
924,25,euclid,do you want to see works of his,no i want to know about the life of euclid
925,25,euclid,what type of euclid information are you interested in,general information please
926,25,euclid,are you looking for a specific kind of truck,no i am looking for information on the greek mathematician euclid
927,25,euclid,are you looking for a company,no i am looking for information on the mathematician euclid
928,25,euclid,do you need directions to euclid ave,no i am looking for information on the greek mathematician euclid
929,25,euclid,do you need more information about greek history,no i want to read about the mathematician euclid
930,25,euclid,do you want a biography,yes
931,25,euclid,do you want to go to euclid elementary,no
932,25,euclid,do you want to know his most important discoveries,yes
933,25,euclid,do you want to know related people,no i only want to know about one particular person
934,25,euclid,do you want to know when he was alive,no
935,25,euclid,,
936,25,euclid,are you interested in learning about the greek mathmetician,no
937,25,euclid,do you want to see works of his,no the euclid truck brand i need truck parts
938,25,euclid,what type of euclid information are you interested in,i am looking for where i can get euclid truck parts
939,25,euclid,are you looking for a specific kind of truck,yes
940,25,euclid,are you looking for a company,id like a company that sells euclid truck parts
941,25,euclid,do you need directions to euclid ave,no
942,25,euclid,do you need more information about greek history,no where can i find truck parts for the euclid brand
943,25,euclid,do you want a biography,no i am looking for places that sell euclid truck parts
944,25,euclid,do you want to go to euclid elementary,no i need a source for euclid truck parts
945,25,euclid,do you want to know his most important discoveries,no i am looking for truck parts
946,25,euclid,do you want to know related people,no where can i find euclid truck parts
947,25,euclid,do you want to know when he was alive,no im looking for truck parts
948,25,euclid,,
949,25,euclid,are you interested in learning about the greek mathmetician,no
950,25,euclid,do you want to see works of his,no
951,25,euclid,what type of euclid information are you interested in,just the home page of the website
952,25,euclid,are you looking for a specific kind of truck,no i am looking for the official webpage for euclid chemical company
953,25,euclid,are you looking for a company,yes the euclid chemical company website
954,25,euclid,do you need directions to euclid ave,no i need the internet homepage for euclid chemical company
955,25,euclid,do you need more information about greek history,no
956,25,euclid,do you want a biography,no
957,25,euclid,do you want to go to euclid elementary,no i want the web site of the chemical company
958,25,euclid,do you want to know his most important discoveries,no not the scientist i need the webpage for euclid chemical company
959,25,euclid,do you want to know related people,no
960,25,euclid,do you want to know when he was alive,no i am looking for the chemical company
961,25,euclid,,
962,27,starbucks,are you interested in a specific nutritional information,no i am trying to go to the starbucks home page
963,27,starbucks,do you want to know how many types of coffee starbucks has,no i need the homepage for starbucks
964,27,starbucks,do you want to see the starbucks menu,no i just want to get to the starbucks home page
965,27,starbucks,is there a specific starbucks product you need information on,no i just want their general homepage
966,27,starbucks,which starbucks location do you need information for,i just need the starbucks homepage
967,27,starbucks,would you like history information regarding starbucks,no i just want to go to the starbucks homepage
968,27,starbucks,would you like specific information about starbucks,yes specifically the i want the starbucks homepage
969,27,starbucks,would you like the location of the nearest starbucks,no i want to see the homepage
970,27,starbucks,are you interested in the stocks of starbucks,no i want the homepage
971,27,starbucks,are you looking for a recipe,no i am looking for the hompage for starbucks
972,27,starbucks,are you looking for a specific web page,i need to go to starbucks homepage
973,27,starbucks,are you looking for current news related to starbucks,no i just need the homepage
974,27,starbucks,are you looking for specific information about starbucks gift cards,i just need the homepage for now
975,27,starbucks,do you need contact information for starbucks,i want to see the companys homepage
976,27,starbucks,do you need directions to the nearest starbucks,no just starbucks homepage
977,27,starbucks,do you want to know how many locations starbucks has,no just the website
978,27,starbucks,,
979,27,starbucks,are you interested in a specific nutritional information,no i am not interested in nutritional information
980,27,starbucks,do you want to know how many types of coffee starbucks has,no
981,27,starbucks,do you want to see the starbucks menu,no
982,27,starbucks,is there a specific starbucks product you need information on,no just the gift card balance
983,27,starbucks,which starbucks location do you need information for,no
984,27,starbucks,would you like history information regarding starbucks,i would like to know how much i have left on my card
985,27,starbucks,would you like specific information about starbucks,no need to know my gift card balance
986,27,starbucks,would you like the location of the nearest starbucks,i have a giftcard i want to use
987,27,starbucks,are you interested in the stocks of starbucks,no i want the balance on my card
988,27,starbucks,are you looking for a recipe,no
989,27,starbucks,are you looking for a specific web page,the starbucks gift card balance page
990,27,starbucks,are you looking for current news related to starbucks,no i am looking for the balance on my starbucks gift card
991,27,starbucks,are you looking for specific information about starbucks gift cards,yes i am specifically looking for the balance on on the card
992,27,starbucks,do you need contact information for starbucks,no what i am looking for the balance of my starbucks gift card
993,27,starbucks,do you need directions to the nearest starbucks,no i want to know my gift card balance
994,27,starbucks,do you want to know how many locations starbucks has,no id like to know how much i have left on my starbucks card
995,27,starbucks,,
996,27,starbucks,are you interested in a specific nutritional information,yes the nutritional information about starbucks products
997,27,starbucks,do you want to know how many types of coffee starbucks has,no i am interested in nutritional information
998,27,starbucks,do you want to see the starbucks menu,i want to kno wthe calorie count of each item
999,27,starbucks,is there a specific starbucks product you need information on,i dont know
1000,27,starbucks,which starbucks location do you need information for,no not location i need calorie counts and nutritional information about their products
1001,27,starbucks,would you like history information regarding starbucks,no
1002,27,starbucks,would you like specific information about starbucks,i would like information on starbucks nutrition and caolorie count
1003,27,starbucks,would you like the location of the nearest starbucks,no i would like to know the calorie counts and other nutritional information
1004,27,starbucks,are you interested in the stocks of starbucks,no
1005,27,starbucks,are you looking for a recipe,no i am looking for calorie counts and other nutrional information about starbucks products
1006,27,starbucks,are you looking for a specific web page,no i need to nutritional information on starbucks products
1007,27,starbucks,are you looking for current news related to starbucks,no i am looking for nutrional information for starbucks not current news
1008,27,starbucks,are you looking for specific information about starbucks gift cards,no i want to find calorie information about starbucks products
1009,27,starbucks,do you need contact information for starbucks,no i need the nutritional information for the starbucks menu
1010,27,starbucks,do you need directions to the nearest starbucks,no i am looking for nutritional information
1011,27,starbucks,do you want to know how many locations starbucks has,no i want to see the calories for each item
1012,27,starbucks,,
1013,27,starbucks,are you interested in a specific nutritional information,no i am looking for starbucks recipes not nutritional information
1014,27,starbucks,do you want to know how many types of coffee starbucks has,no i am looking for recipes
1015,27,starbucks,do you want to see the starbucks menu,i dont know
1016,27,starbucks,is there a specific starbucks product you need information on,i would like to find a starbucks recipe
1017,27,starbucks,which starbucks location do you need information for,no i am looking for recipes from
1018,27,starbucks,would you like history information regarding starbucks,no just recipes
1019,27,starbucks,would you like specific information about starbucks,yea i would like a recipe for their pumpkin spice latte
1020,27,starbucks,would you like the location of the nearest starbucks,no i am looking for recipes using their products
1021,27,starbucks,are you interested in the stocks of starbucks,no recipes from starbucks
1022,27,starbucks,are you looking for a recipe,yes from starbucks
1023,27,starbucks,are you looking for a specific web page,not necessarily i am looking for recipes for making andor using starbucks products
1024,27,starbucks,are you looking for current news related to starbucks,no i am looking for recipes from starbucks
1025,27,starbucks,are you looking for specific information about starbucks gift cards,no im looking for recipes to make or use starbucks products
1026,27,starbucks,do you need contact information for starbucks,no im looking for recipes
1027,27,starbucks,do you need directions to the nearest starbucks,no i would like the recipes for products
1028,27,starbucks,do you want to know how many locations starbucks has,no
1029,27,starbucks,,
1030,27,starbucks,are you interested in a specific nutritional information,no
1031,27,starbucks,do you want to know how many types of coffee starbucks has,no i want to know where the stores are located
1032,27,starbucks,do you want to see the starbucks menu,no locations please
1033,27,starbucks,is there a specific starbucks product you need information on,no im looking for the locations of all starbucks
1034,27,starbucks,which starbucks location do you need information for,i dont know
1035,27,starbucks,would you like history information regarding starbucks,no just locations of all starbucks stores
1036,27,starbucks,would you like specific information about starbucks,yes i am looking fro starbucks locations worldwide
1037,27,starbucks,would you like the location of the nearest starbucks,no i want to know worldwide locations
1038,27,starbucks,are you interested in the stocks of starbucks,no i want to know about locations
1039,27,starbucks,are you looking for a recipe,i am looking for locations
1040,27,starbucks,are you looking for a specific web page,no i want to know the locations of specific stores
1041,27,starbucks,are you looking for current news related to starbucks,no im looking for international locations for starbucks
1042,27,starbucks,are you looking for specific information about starbucks gift cards,no
1043,27,starbucks,do you need contact information for starbucks,no i want to know about different locations of starbucks
1044,27,starbucks,do you need directions to the nearest starbucks,no i need a list of locations of startbcks stores worldwide
1045,27,starbucks,do you want to know how many locations starbucks has,no just the locatoins
1046,27,starbucks,,
1047,31,atari,are you interested in atari 2600,yes i am
1048,31,atari,which atari game system would you like to know about,the 2600 specifically
1049,31,atari,would you like to play atari arcade games online,no history of atari 2600 and other atari consoles
1050,31,atari,would you like to see a list of atari games,no i would like to no some history about atari itself
1051,31,atari,are you interested in atari games or information about the brand,i am interested in the history of the atari brand
1052,31,atari,are you interested in buying a new atari game console,no just reading about the history
1053,31,atari,are you interested in classic atari games or current atari games,i am interested in the history of atari 2600 and other atari consoles
1054,31,atari,are you interested in playing online games,i would like to find information about the history of the atari game consoles
1055,31,atari,are you interested in the history of atari,yes
1056,31,atari,do you want to purchase an atari game,no
1057,31,atari,which atari computer system would you like to know about,i would like to know about all of the atari computer systems
1058,31,atari,which atari game are you interested in,mostly the 2600 but i would like to know about other atari game consoles too
1059,31,atari,,
1060,31,atari,are you interested in atari 2600,i dont know
1061,31,atari,which atari game system would you like to know about,i dont know
1062,31,atari,would you like to play atari arcade games online,yes
1063,31,atari,would you like to see a list of atari games,no i am looking for a site where i can play the games
1064,31,atari,are you interested in atari games or information about the brand,i am interested in atari games that are online
1065,31,atari,are you interested in buying a new atari game console,no i want a website that lets me play their old games online
1066,31,atari,are you interested in classic atari games or current atari games,im interested in classic atari games
1067,31,atari,are you interested in playing online games,yes i want to play old atari games online
1068,31,atari,are you interested in the history of atari,no i am interested in a web page to play old atari games
1069,31,atari,do you want to purchase an atari game,no im looking for a site where i can play old atari games online
1070,31,atari,which atari computer system would you like to know about,i dont know
1071,31,atari,which atari game are you interested in,old ones
1072,31,atari,,
1073,31,atari,are you interested in atari 2600,yes if it is classic
1074,31,atari,which atari game system would you like to know about,the classic ones
1075,31,atari,would you like to play atari arcade games online,no i need some information about the classic atari games
1076,31,atari,would you like to see a list of atari games,yes
1077,31,atari,are you interested in atari games or information about the brand,yes
1078,31,atari,are you interested in buying a new atari game console,no i just want to know some of the names of their classic games
1079,31,atari,are you interested in classic atari games or current atari games,classic atari games are what im interested in
1080,31,atari,are you interested in playing online games,no i need information on classic atari games
1081,31,atari,are you interested in the history of atari,yes but tell me about classic atari games
1082,31,atari,do you want to purchase an atari game,no i want information on classic atari games
1083,31,atari,which atari computer system would you like to know about,i dont know
1084,31,atari,which atari game are you interested in,i am interested in general information on classic atari games
1085,31,atari,,
1086,31,atari,are you interested in atari 2600,yes
1087,31,atari,which atari game system would you like to know about,i only want to find out about available atari arcade games
1088,31,atari,would you like to play atari arcade games online,no
1089,31,atari,would you like to see a list of atari games,i want information about the arcade games that atari offers
1090,31,atari,are you interested in atari games or information about the brand,i am interested in atari games
1091,31,atari,are you interested in buying a new atari game console,if i can learn more of the arcade games
1092,31,atari,are you interested in classic atari games or current atari games,either
1093,31,atari,are you interested in playing online games,yes im especially insterested in new atari games
1094,31,atari,are you interested in the history of atari,no im not
1095,31,atari,do you want to purchase an atari game,yes to learn more
1096,31,atari,which atari computer system would you like to know about,im not sure just show show me a lsit of the arcade games they made
1097,31,atari,which atari game are you interested in,im interested in all atari games in general
1098,31,atari,,
1099,33,elliptical trainer,are you interested in different brands of elliptical trainer,yes and also reviews of each brand
1100,33,elliptical trainer,would you like a list of websites that show workouts for elliptical trainers,no can you show me ellliptical machine reviews
1101,33,elliptical trainer,would you like prices of elliptical trainer,no i want elliptical machine reviews
1102,33,elliptical trainer,would you like to know where you can buy a discounted or used elliptical trainer,i want to see reviews of elliptical trainers
1103,33,elliptical trainer,would you like to see reviews on elliptical trainers,yes please give me some reviews
1104,33,elliptical trainer,are you looking for a suitable elliptical machine to use at home,no i am interested in looking at reviews about elliptical machines
1105,33,elliptical trainer,are you looking for a class for elliptical trainer,yes please can you give me the best place
1106,33,elliptical trainer,are you looking for benefits of an elliptical trainer vs other fitness machines,im looking for reviews on specific elliptical machines
1107,33,elliptical trainer,are you looking for information of a trainer vs a treadmill,no  am looking reviews on elliptical machines
1108,33,elliptical trainer,are you looking for information of where to buy a elliptical trainer,no i am looking for reviews of eliptical trainers
1109,33,elliptical trainer,are you referring to the machine or person,machine
1110,33,elliptical trainer,do you want more information about the benefits of an elliptical trainer,i want reviews on specific elliptical machines
1111,33,elliptical trainer,do you want stores selling elliptical trainer,if they have reviews of different ones
1112,33,elliptical trainer,is there a specific brand that you would like to know more about,no
1113,33,elliptical trainer,,
1114,33,elliptical trainer,are you interested in different brands of elliptical trainer,not really i just want to find a used one for sale
1115,33,elliptical trainer,would you like a list of websites that show workouts for elliptical trainers,no i would like to buy one
1116,33,elliptical trainer,would you like prices of elliptical trainer,yes
1117,33,elliptical trainer,would you like to know where you can buy a discounted or used elliptical trainer,yes id like to see used or discounted ellipticala trainers for sale in my area
1118,33,elliptical trainer,would you like to see reviews on elliptical trainers,no im looking for where i can buy a used or discounted elliptical trainer
1119,33,elliptical trainer,are you looking for a suitable elliptical machine to use at home,i dont know
1120,33,elliptical trainer,are you looking for a class for elliptical trainer,no i am looking to purchase one
1121,33,elliptical trainer,are you looking for benefits of an elliptical trainer vs other fitness machines,no
1122,33,elliptical trainer,are you looking for information of a trainer vs a treadmill,no i am looking to buy an inexpensive elliptical trainer
1123,33,elliptical trainer,are you looking for information of where to buy a elliptical trainer,yes used or new
1124,33,elliptical trainer,are you referring to the machine or person,i am referring to the machine
1125,33,elliptical trainer,do you want more information about the benefits of an elliptical trainer,no i want to know where i can buy a used one
1126,33,elliptical trainer,do you want stores selling elliptical trainer,i want to find a discounted or used elliptical trainer
1127,33,elliptical trainer,is there a specific brand that you would like to know more about,no i would just like to know where i can find them
1128,33,elliptical trainer,,
1129,33,elliptical trainer,are you interested in different brands of elliptical trainer,no i want comparisons with them and other fitness machines as far as benefits go
1130,33,elliptical trainer,would you like a list of websites that show workouts for elliptical trainers,i want to know the benefits of the elliptical rider compared to other fitness machines
1131,33,elliptical trainer,would you like prices of elliptical trainer,if it is a benefit yes
1132,33,elliptical trainer,would you like to know where you can buy a discounted or used elliptical trainer,no id like to know if i should choose an eliptical
1133,33,elliptical trainer,would you like to see reviews on elliptical trainers,no i would like to know the benefits of an elliptical trainer
1134,33,elliptical trainer,are you looking for a suitable elliptical machine to use at home,no you want to know the benefits of an ellipitical trainer
1135,33,elliptical trainer,are you looking for a class for elliptical trainer,no im looking for the benefits of an elliptical trainer
1136,33,elliptical trainer,are you looking for benefits of an elliptical trainer vs other fitness machines,yes
1137,33,elliptical trainer,are you looking for information of a trainer vs a treadmill,yes
1138,33,elliptical trainer,are you looking for information of where to buy a elliptical trainer,i just want to know what the benefits are
1139,33,elliptical trainer,are you referring to the machine or person,the machine
1140,33,elliptical trainer,do you want more information about the benefits of an elliptical trainer,yes i would like to know more
1141,33,elliptical trainer,do you want stores selling elliptical trainer,i want comparisons of them
1142,33,elliptical trainer,is there a specific brand that you would like to know more about,no i would like to know why an eliptical trainer is better than other machine
1143,33,elliptical trainer,,
1144,33,elliptical trainer,are you interested in different brands of elliptical trainer,yes
1145,33,elliptical trainer,would you like a list of websites that show workouts for elliptical trainers,no
1146,33,elliptical trainer,would you like prices of elliptical trainer,no just the best recommened ones for home use
1147,33,elliptical trainer,would you like to know where you can buy a discounted or used elliptical trainer,no i am interested in the finding out which are the best home elliptical trainers
1148,33,elliptical trainer,would you like to see reviews on elliptical trainers,yes specifically i would like to see revies on elliptical trainers for home use
1149,33,elliptical trainer,are you looking for a suitable elliptical machine to use at home,yes i am looking for ellipticals to use at home
1150,33,elliptical trainer,are you looking for a class for elliptical trainer,no specific class i just want to know the best ones overall
1151,33,elliptical trainer,are you looking for benefits of an elliptical trainer vs other fitness machines,no just trying to find the best eliptical trainer
1152,33,elliptical trainer,are you looking for information of a trainer vs a treadmill,no im looking for comparisons on elliptical trainers for home use
1153,33,elliptical trainer,are you looking for information of where to buy a elliptical trainer,no im looking for the best elliptical trainer for home use
1154,33,elliptical trainer,are you referring to the machine or person,im wondering what are the best elliptical machines for the home
1155,33,elliptical trainer,do you want more information about the benefits of an elliptical trainer,i want to know which elliptical trainers are best for home use
1156,33,elliptical trainer,do you want stores selling elliptical trainer,no i want to know which elliptical trainers are the best
1157,33,elliptical trainer,is there a specific brand that you would like to know more about,yes i am terested in the bowflex elliptical trainers
1158,33,elliptical trainer,,
1159,46,alexian brothers hospital,are you interested in what services alexian brothers hospital offers,no just take me to their homepage
1160,46,alexian brothers hospital,what is the doctors name at this facility that you want,i dont know
1161,46,alexian brothers hospital,what location of alexian brothers hospital do you want to know about,no take me to their home page for their health system
1162,46,alexian brothers hospital,which alexian brothers hospital are you interested in,i want you to navigate to the alexian brothers health system homepage
1163,46,alexian brothers hospital,which hospital facility are you look for,i would like to go to the alexian brothers health system homepage
1164,46,alexian brothers hospital,are you looking for job openings at alexian brothers hospital,no i would like to find the alexian brothers health system homepage
1165,46,alexian brothers hospital,are you looking for our schedule of classes or events,no just the website
1166,46,alexian brothers hospital,are you looking for the alexian brothers lay catholic order,no thats not the alexian brothers that im looking for
1167,46,alexian brothers hospital,do you need an address,no i need the homepage
1168,46,alexian brothers hospital,do you need their homepage,yes i am looking for the homepage for alexian brothers hospital
1169,46,alexian brothers hospital,do you want the contact info for alexian brothers hospital,no i just want the homepage
1170,46,alexian brothers hospital,do you want to make an appointment,no i would like to go to the alexian brothers health system homepage
1171,46,alexian brothers hospital,do you want to pay a bill,no i just want to find their website
1172,46,alexian brothers hospital,,
1173,46,alexian brothers hospital,are you interested in what services alexian brothers hospital offers,no im looking for information on their laypersons order
1174,46,alexian brothers hospital,what is the doctors name at this facility that you want,i dont need a doctors name
1175,46,alexian brothers hospital,what location of alexian brothers hospital do you want to know about,i am looking for information about the alexian brothers lay catholic order
1176,46,alexian brothers hospital,which alexian brothers hospital are you interested in,i want to know about the catholic order
1177,46,alexian brothers hospital,which hospital facility are you look for,i am looking for information about the alexian brothers lay catholic order
1178,46,alexian brothers hospital,are you looking for job openings at alexian brothers hospital,no just information on the alexian brothers lay order
1179,46,alexian brothers hospital,are you looking for our schedule of classes or events,no i dont need that information
1180,46,alexian brothers hospital,are you looking for the alexian brothers lay catholic order,yes i am
1181,46,alexian brothers hospital,do you need an address,no i would like information on the alexian brothers lay catholic order
1182,46,alexian brothers hospital,do you need their homepage,no i am looking for information pertaining to the alexian brothers lay catholic order
1183,46,alexian brothers hospital,do you want the contact info for alexian brothers hospital,no i need information about the alexian brothers lay catholic order
1184,46,alexian brothers hospital,do you want to make an appointment,no i am looking for information about the catholic order
1185,46,alexian brothers hospital,do you want to pay a bill,no i am looking for a website about the alexian brother lay catholic order
1186,46,alexian brothers hospital,,
1187,46,alexian brothers hospital,are you interested in what services alexian brothers hospital offers,no i would like to find alexian brothers hospitals
1188,46,alexian brothers hospital,what is the doctors name at this facility that you want,i want to know the doctors name at the alenican brothers hospital
1189,46,alexian brothers hospital,what location of alexian brothers hospital do you want to know about,the closest one
1190,46,alexian brothers hospital,which alexian brothers hospital are you interested in,i dont know
1191,46,alexian brothers hospital,which hospital facility are you look for,alexian brothers hospitals
1192,46,alexian brothers hospital,are you looking for job openings at alexian brothers hospital,no just the address
1193,46,alexian brothers hospital,are you looking for our schedule of classes or events,no i dont need that
1194,46,alexian brothers hospital,are you looking for the alexian brothers lay catholic order,no i need information about alexian brothers hospital
1195,46,alexian brothers hospital,do you need an address,i would like to find alexian brothers hospitals
1196,46,alexian brothers hospital,do you need their homepage,yes
1197,46,alexian brothers hospital,do you want the contact info for alexian brothers hospital,yes specifically where they are located
1198,46,alexian brothers hospital,do you want to make an appointment,no i dont need an appointment
1199,46,alexian brothers hospital,do you want to pay a bill,no i just want to know where they are located
1200,46,alexian brothers hospital,,
1201,47,indexed annuity,are you considering purchasing an indexed annuity,nowhat is an indexed annuity or the advantages and disadvantages of indexed annuities what kinds are available 
1202,47,indexed annuity,do you want to know how much an indexed annuity would cost,yes but also the differences in each annuity
1203,47,indexed annuity,do you want to know if an indexed annuity a good investment,yes
1204,47,indexed annuity,would you like reasons not to invest in an indexed annuity,yes and reasons to do so as well
1205,47,indexed annuity,would you like to know the advantages and disadvantages of a indexed annuity,yes
1206,47,indexed annuity,would you like to purchase a indexed annuity,no i would like a definition of what an indexed annuity and the different types as well as the pros and cons of them
1207,47,indexed annuity,are you interested in finding out the difference between an indexed and variable annuity,no i want to know what an indexed annuity is
1208,47,indexed annuity,are you interested in finding out the rates for indexed annutiies,no i need to know what an indexed annuity is
1209,47,indexed annuity,do you know what an indexed annuity is,i do not know what an indexed annuity is i want to find that out as well as the advantages and disadvantages of the different kinds of annuities
1210,47,indexed annuity,do you want information about fees for indexed annuities,no i want to learn about indexed annuities
1211,47,indexed annuity,do you want more information about what an indexed annuity is,yes
1212,47,indexed annuity,do you want to calculate how much an indexed annuity would provide,no i am looking for general information on annuities
1213,47,indexed annuity,do you want to know about companies that provide indexed annuities,no i would like to know what an indexed annuity is what kinds of annuities there are and what they advantages and disadvantages are that are associated with each kind
1214,47,indexed annuity,do you want to know how an indexed annuity works,yes
1215,47,indexed annuity,,
1216,47,indexed annuity,are you considering purchasing an indexed annuity,yes
1217,47,indexed annuity,do you want to know how much an indexed annuity would cost,no i want to know where i can buy an indexed annuity
1218,47,indexed annuity,do you want to know if an indexed annuity a good investment,no i need to know what companies offer them or where i can buy them
1219,47,indexed annuity,would you like reasons not to invest in an indexed annuity,no i wouldl like to know which companies offer indexed annuities
1220,47,indexed annuity,would you like to know the advantages and disadvantages of a indexed annuity,no just tell me where i can buy them
1221,47,indexed annuity,would you like to purchase a indexed annuity,yes i would like to buy an indexed annuity
1222,47,indexed annuity,are you interested in finding out the difference between an indexed and variable annuity,no
1223,47,indexed annuity,are you interested in finding out the rates for indexed annutiies,kind of as well as who offers them
1224,47,indexed annuity,do you know what an indexed annuity is,yes but i need to know what companies i can buy an indexed annuity from
1225,47,indexed annuity,do you want information about fees for indexed annuities,no i want to know where and from whom i can get them
1226,47,indexed annuity,do you want more information about what an indexed annuity is,no i want to know where i can get them and who offers them
1227,47,indexed annuity,do you want to calculate how much an indexed annuity would provide,no i would like to know what companies offer indexed annuity for me to buy
1228,47,indexed annuity,do you want to know about companies that provide indexed annuities,yes
1229,47,indexed annuity,do you want to know how an indexed annuity works,no i want to know where i can buy one
1230,47,indexed annuity,,
1231,52,avp,are you looking for avp beach volleyball,yes
1232,52,avp,would you like to know about the alien versus predator movie,not at all i want the webpage for the avp sponsor of professional beach volleyball events
1233,52,avp,would you like to know what avp stands for,no i already know that
1234,52,avp,would you rather read some reviews about avp antivirus,no i need the homepage
1235,52,avp,are you looking for the stock symbol avp,no i want to see their website
1236,52,avp,do you want a spell check for avp,no
1237,52,avp,do you want an acronym meanining for avp,no
1238,52,avp,do you want to know about a management position,no i just want to go to their homepage
1239,52,avp,do you want to know how male vs female avps in a company,no i want avps homepage
1240,52,avp,are you looking for a specific web site,yes avp the sponser of professional volleyball
1241,52,avp,are you looking for any specific information in relation to beach volleyball,i just want to see avps website
1242,52,avp,are you referring to alien vs predator,no i am looking for the sports sponsor avp
1243,52,avp,are you referring to a software,i am interested in the homepage for avp the sponsors of professsional beach volleyball events
1244,52,avp,are you referring to a specific company,yes the homepage of avp
1245,52,avp,would you like information about the alternatives to violence project,no
1246,52,avp,would you like information about the association of volleyball professionals,yes
1247,52,avp,would you like stock information for avon products incorporated,no i do not i want the website for professional volleyball avp
1248,52,avp,,
1249,52,avp,are you looking for avp beach volleyball,yes i need information on tournaments
1250,52,avp,would you like to know about the alien versus predator movie,i need information about the pro beach volleyball events sponsered by avp
1251,52,avp,would you like to know what avp stands for,im looking for events sponsored by avp
1252,52,avp,would you rather read some reviews about avp antivirus,no i want pro beach volleyball information and events sponsored by avp
1253,52,avp,are you looking for the stock symbol avp,no
1254,52,avp,do you want a spell check for avp,no
1255,52,avp,do you want an acronym meanining for avp,no i want infromation about volleyball tournmants sponsored by avp
1256,52,avp,do you want to know about a management position,no
1257,52,avp,do you want to know how male vs female avps in a company,no i want to know about the beach volleyball events sponsored by the company avp
1258,52,avp,are you looking for a specific web site,no i need pro beach volleyball tounament info
1259,52,avp,are you looking for any specific information in relation to beach volleyball,no i would like to know all tournaments and events sponsored by avp
1260,52,avp,are you referring to alien vs predator,no i am referring to the volleyball association
1261,52,avp,are you referring to a software,no i want to find out about volleyball matches and other events that avp sponsors
1262,52,avp,are you referring to a specific company,no
