topic_id,topic,question,Baseline,Proposed
143,arkadelphia health club,are you looking for a 24 hour fitness center,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like to know subsrition pricing to arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like to take a zuma class at arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like information on yelp,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like to know some website address,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would like a review of arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like to kinow the phone nummber to arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,are you looking for a health club or a country club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,are you looking for any specific information about arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,are you looking for multiple health clubs in arkadelphia ar,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,are you referring to a health club in arkadelphia ar,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,are you trying to compare different fitness centers in arkadelphia ar,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,is arkadelphia in the name of the health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like diretions to arkadeliphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,would you like to be friends on facebook with arkadelphia health club,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
143,arkadelphia health club,,What type of services or amenities does the Arkadelphia Health Club offer?,What membership options are available for joining the organization?
144,trombone for sale,are you interested in selling a trombone you own,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,would you like to see music stores in your area,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,would you like to see trombones for beginners,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,would you like to see trombones for sale on amazon,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,would you like to see trombones for sale on ebay,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you interested in selling or buying a trombone on amazon,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you interested in selling or buying a trombone on ebay,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you interested in the price range for trombones,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you looking for a place to sell a used trombone,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you looking for a second hand music store near you,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you looking for a store that sells trombones near you,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you looking for discounted trombines,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,are you looking for trombone dealers near yo,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
144,trombone for sale,,What type of trombone is being sold?,"What is the seller's name, location, and contact details?"
145,vines for shade,are you looking for a flowering ivy,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to knwo vest vines for shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,how fast do you want the coverage to grow,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,what growing climate do you live in,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,where are you looking to grow the ivy,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,would you like to know cheap ways to grow vines,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,are you putting the ivy on a trellis,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you have any plant allergies,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know how many species are there of vines for shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know how to plant a vine for shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know if you can grow vines in shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know the best vines for providing shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know what vines for shade are available in your region,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,do you want to know where to buy vines for shade,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
145,vines for shade,,"Which specific types of vines are suitable for providing shade, and what factors should I consider when choosing them?",What type of sunlight exposure is ideal for the optimal growth of this plant?
146,sherwood regional library,are you looking for any specific information about the library,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,would you like the see the calendar of events,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,would you like to see the hours of the sherwood regional library,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,are you looking to reserve a space at the sherwood regional library,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you need the contact information for the sherwood regional library,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you want the address,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you want to call,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you want to check out a certain book or see if it is available,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you want to find a book,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,do you want to know the hours of operation,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,would you like directions to the sherwood regional library,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
146,sherwood regional library,,What type of resources does the Sherwood Regional Library offer for its patrons?,What is your email address?
147,tangible personal property tax,are you reffering to the federal or state tax,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,what is theh tax rate for the country youre in,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,would you like to find out how much you owe,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,would you like to know the current rate,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,would you like to see a list of states which receive tangible personal property tax,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,do you have any dependents on your record,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,do you want to know the difference between that and other taxes,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,do you want to know the tangible personal property tax,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,do you want to know who is eligible for the tangible personal property tax,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,how much do you report for your income,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,is this tangible personal property tax just for you,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,what area are you asking about,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,what is the tax rate for the state you are in,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
147,tangible personal property tax,,What specific type of tangible personal property is subject to taxation in your state?,What are the current taxation rates and brackets for individuals in [country/state]?
148,martha stewart and imclone,are you interested in martha stewarts role in the company,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,do you want to know who owns the company imclone,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,which martha stewart and imclone television show episdoe are you looking for,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,would you be interested in learning more about martha stewart and imclones history,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,would you like to know what more about the history of martha stewart and imclone,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,are you interested in something specific about martha stewart and imclone,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,are you interested in what the the company imclone does,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,are you looking for a specific web site,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,are you looking for specific information about martha stewart and imcones age,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,are you seeking to watch martha stewart and imclone,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,do you want to know if martha stweart works for the company,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,do you want to know if this is the company martha stewart went to jail for,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,do you want to know if this is the company marthat stewart was given insider trading information,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
148,martha stewart and imclone,,Who is Martha Stewart collaborating with in relation to ImClone?,What role did Martha Stewart play in the ImClone scandal?
149,uplift at yellowstone national park,are you interested in a specific aspect of uplift at yellowstone national park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to know more about geothermal activities at yellowstone national park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to know more about what would occur if the supervolcano underneath yellowstone national park errupted,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to know trending data or a timeline for the uplift at yellowstone national park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to know why some scientists think the yellowstone volcano is in the process of dying,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to see a ground map showing the uplift of yellowstone national park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,are you looking for a specific web site,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,can i tell you about the north american plate that moves causing the eventual destruction of the volcano in yellowstone park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,do you want to know what the current uplift is at yellowstone national park,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,may i tell you the numnber of earthquakes recorded in the past month in the yellowstone area,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,what makes people think the yellowstone volcano will erupt soon,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,what would you like to know about uplift,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like more information of the course of the yellowstone volcano and the different hypothesizes scientest have,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,would you like to know about yellowstones history of eruptions,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
149,uplift at yellowstone national park,,What specific features or activities are available for experiencing uplift in Yellowstone National Park?,What is the location of Culpeper National Cemetery?
15,espn sports,are you looking for information on a specific league,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want to know about special events on espn,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want to know what channel espn is,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want to know when espn started,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want to know who owns espn,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you wnat sports scores,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,what sport are you interested in,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,are you looking for information on a specific sport,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,are you looking for standings of a specific sport,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want espn sports corporate information,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want an espn sports schedule,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want information about espn sports personalities,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want information about espn sports programming in languages other than english,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want information about a specific espn sports program,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,do you want information about which sports espn covers,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
15,espn sports,,"Which ESPN sports do you want to know more about, such as football, basketball, or baseball?",What are some examples of popular sports that can be found on ESPN?
150,tn highway patrol,are you curious about the employment opportunies at the tennesse highway patrol,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,do you need the number of patrols cars used by the tn highway patrol,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,do you want to know how many employees work for the tn highway patrol,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,do you want to know if the tennessee highway patrol has reported any accidents,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,would you like me to contact them for you,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,would you like to know how many tickets they right ever year,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,would you like to know more about their responsibilities,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you interested in how much a patrol officer makes per year,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you interested in knowing the avergae salary of an employee of the tennessee highway patrol,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you interested in knowing where the tennesse high patrol check points,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you interested in who is in charge of the tn highway patrol,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you interested to fill a survey for them,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,are you looking for a specific web site,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,did you want to be informed as to whre the tennesse highway patrol academy is located,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,did you want to know what the tenessee highway patrol cars look like,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
150,tn highway patrol,,"What specific type of highway patrol are you looking for, such as state or federal?","What were the primary motivations behind the establishment of highway patrol in various countries, and how have these evolved over time?"
151,403b,are you interested in any specific rules,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to know more about a 403b retirement account,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to see alternative retirement accounts,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to see if your employer offers 403b resources,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to see resources for retirement investing,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to see the difference between a 403b and 401k account,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,are you looking for the information how 403b plan works,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,are you looking for withdrawal rules for 403b plan,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,are you trying to find out the difference between 401k and 403b,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,do need to see any specific information about 403b eligibility,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,do you need 403b calculator,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,do you want to know 403b contribution limits in 2018,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,what year do you want to begin contributing 403b,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,would you like to find retirement financial advisors,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
151,403b,,What type of retirement plan is a 403b?,"What are the age, residency, or other eligibility requirements that must be met in order to participate in this event/program?"
152,angular cheilitis,are asking what the symptoms are for angular cheilits,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,do you want to know how to avoid angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,have you been diagnosed with angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,would you like to know risks associated with angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you interested in home remedies for angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you interested in what can cause angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for a common name for angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for the definition of angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for webmd websites or mayo clinic websites about angular cheilits,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for websites that describe angular cheilits,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for best treatments for angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,are you looking for symptoms of angular cheilitis,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
152,angular cheilitis,,What specific symptoms or causes are associated with angular cheilitis?,What are the common symptoms associated with [illness or condition] that led to its diagnosis?
153,pocono,are you interested in lodgings,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,when are you going to the pococnos,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,where in pocono are you interested in,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,which mountain ski resort would you like information around the pocono area,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,would you like to book a flight to pocono couples retreat,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,would you like to know more about pocono raceway,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,are you interested in the history of the pcoconos,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,are you looking for the information about split rock restore,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,are you referring to pocono mountains,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,do you want to know the latest weather updates for pocono mountains,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,have you been to the poconos before,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,what kind of place would you like to stay at in the poconos,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,what would you like to do in the poconos,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,what would you like to learn about the poconos,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
153,pocono,,Which Pocono do you want to know about?,What is the capital city of [country name] and what are its geographical features?
154,figs,are you interested in figs health benefits,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to know what figs taste like,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to know where figs grow,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to know where you can buy figs,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to see a list of different kind of figs with images,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to watch videos about how figs grow andor how to prepare them,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like us to show you where to buy figs and other fresh fruit locally,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,are you interested in recipes you can make with figs fresh or dried,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,are you interested in the calorie count or other nutrition information for the fruit,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,are you interested in the fruit or are you looking for the clothing brand that sells scrubs,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,are you looking for recipes with figs,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,what variety of figs are you interested in,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
154,figs,would you like to know more about growing figs,"Which type of fig are you referring to, such as common figs (Ficus), or any other specific variety?","What are the optimal temperature, humidity, and light requirements for promoting healthy growth of [plant species] under indoor growing conditions?"
